STOPPLACECODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
NL:S:16000010;Station;Meppel;87,9;78,8;12,7;12,1;0,0;0,0
NL:S:16000260;Medisch Centrum;Meppel;0,5;0,9;0,0;0,1;0,0;0,0
NL:S:16000280;Gemeenteweg;Halfweg;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:16000600;Burg. Knopperslaan;Meppel;0,4;0,8;0,0;0,0;0,0;0,0
NL:S:16000710;Steenwijkerstraatweg;Meppel;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:16000800;De Stouwe;Meppel;12,8;17,7;0,5;0,6;0,0;0,0
NL:S:16000880;Reestplantsoen;Meppel;2,5;3,1;0,1;0,2;0,0;0,0
NL:S:16000910;Leonard Springerlaan;Meppel;0,6;0,5;0,3;0,1;0,0;0,0
NL:S:16001010;Hugo de Grootstraat;Meppel;0,9;0,9;0,0;0,0;0,0;0,0
NL:S:16002610;Prinsengracht;Meppel;0,5;0,3;0,1;0,2;0,0;0,0
NL:S:16110060;Heerenweg;IJhorst;1,3;1,1;0,3;0,5;0,0;0,0
NL:S:16110081;Havixhorst;De Schiphorst;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:16110090;Wiltenweg;De Wijk;0,0;0,4;0,0;0,2;0,0;0,0
NL:S:16110220;Willem Koopsweg;De Wolden;0,1;0,7;0,1;0,0;0,0;0,0
NL:S:16110230;Oosterakker;De Wolden;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:16110240;Verzorgingstehuis;De Wijk;0,5;0,4;0,3;0,0;0,0;0,0
NL:S:16110260;Sparrenlaan;IJhorst;1,1;0,4;0,0;0,0;0,0;0,0
NL:S:16180100;Vlakkenweg;Staphorst;2,9;3,0;0,3;0,4;0,0;0,0
NL:S:16180120;Geerligsland;Staphorst;1,3;1,9;0,0;0,0;0,0;0,0
NL:S:16180140;Jan Arendsland;Staphorst;3,5;4,6;0,4;0,5;0,0;0,0
NL:S:16180160;Snelweg;Staphorst;1,4;1,4;0,4;0,3;0,0;0,0
NL:S:16180180;Achthoevenweg;Staphorst;8,9;10,7;0,7;0,8;0,0;0,0
NL:S:16180200;Hoogeweg;Staphorst;14,4;13,5;1,7;1,4;0,0;0,0
NL:S:16180220;Bergerslag;Staphorst;16,7;18,3;2,3;2,5;0,0;0,0
NL:S:16180240;Gemeentehuis;Staphorst;16,6;17,5;2,3;2,1;0,0;0,0
NL:S:16180260;Lindenlaan;Staphorst;7,5;8,1;0,8;1,3;0,0;0,0
NL:S:16180280;Bejaardenhuis;Staphorst;4,5;3,1;0,9;0,6;0,0;0,0
NL:S:16180300;Prinses Beatrixstraat;Staphorst;7,5;7,4;1,2;1,1;0,0;0,0
NL:S:16180320;Boldewijnhuizen;Staphorst;0,7;0,8;0,1;0,2;0,0;0,0
