STOPPLACECODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
5366;;;17,8;20,8;8,5;9,8;5,2;6,3
5367;;;33,0;22,1;19,7;14,6;8,4;5,8
5368;;;1,2;13,2;0,4;6,8;0,3;4,2
5369;;;22,1;8,3;20,6;9,5;14,6;5,6
5370;;;22,0;21,8;16,2;18,2;9,9;13,6
5371;;;8,2;9,6;3,6;4,8;1,2;3,1
5372;;;2,7;5,2;1,0;2,6;0,6;0,8
5373;;;58,8;49,1;36,5;29,2;13,9;14,6
5374;;;5,5;9,3;2,6;6,2;0,9;2,8
5376;;;20,1;21,7;5,4;5,1;2,4;2,8
5378;;;12,3;13,3;4,3;5,8;1,4;2,0
5379;;;24,1;27,6;7,7;7,7;1,6;2,0
5380;;;37,3;37,8;24,5;22,8;10,6;11,7
5381;;;29,5;32,0;17,7;17,9;6,6;7,3
5382;;;14,3;13,9;6,4;5,2;1,8;2,3
5383;;;9,5;9,4;3,7;3,6;1,6;2,1
5384;;;27,3;25,9;14,2;16,4;9,3;10,9
5385;;;22,9;22,8;14,5;14,2;5,6;4,9
5387;;;8,7;16,0;5,6;8,7;2,8;4,5
5388;;;3,7;4,7;1,1;2,2;0,4;0,6
5389;;;54,4;47,6;34,4;31,4;14,9;13,4
5390;;;58,6;59,6;34,7;36,5;13,8;18,1
5391;;;12,5;16,0;9,3;7,9;0,0;0,0
5392;;;22,6;21,0;15,2;13,6;5,1;7,4
5394;;;22,1;31,2;10,3;13,3;4,0;5,7
5395;;;57,9;54,3;30,2;29,1;11,9;15,4
5397;;;29,3;16,6;18,7;9,2;8,8;4,9
5398;;;31,5;32,9;14,9;17,8;5,7;8,6
5399;;;69,6;58,0;45,4;39,8;15,4;14,1
8040;;;5,1;21,9;3,3;10,6;1,1;5,6
8041;;;1,5;3,6;0,4;2,6;0,6;1,4
8043;;;24,9;27,9;7,0;9,5;6,2;9,0
8057;;;20,4;19,8;7,0;6,7;2,2;3,1
8058;;;26,6;26,6;13,2;13,0;4,8;5,6
8067;;;0,3;0,3;0,2;0,4;0,0;0,0
DE:S:80000060;Hulsmann;Wyler;0,1;0,1;0,1;0,1;0,0;0,0
DE:S:80000070;Vogelsang;Wyler;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80000130;Altes Zollamt;Wyler;0,1;0,1;0,1;0,1;0,0;0,0
DE:S:80000170;Muhle;Wyler;0,1;0,1;0,0;0,0;0,0;0,1
DE:S:80000210;Grenzweg;Wyler;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80000250;Richtersgut;Kranenburg;0,2;0,2;0,1;0,2;0,1;0,1
DE:S:80000300;Kranenburg Mitte;Kranenburg;0,3;0,0;0,2;0,0;0,1;0,0
DE:S:80000330;Bürgermeisteramt;Kranenburg;0,6;0,4;0,5;0,5;0,2;0,0
DE:S:80000350;Tütthees;Kranenburg;0,0;0,0;0,0;0,0;0,1;0,0
DE:S:80000370;B9 Bahnübergang;Kranenburg;0,0;0,0;0,0;0,0;0,1;0,0
DE:S:80000390;Bahnhof;Emmerich;0,3;0,2;0,2;0,1;0,2;0,1
DE:S:80000410;Bahnhof;Kleve;0,7;0,7;0,8;0,7;0,7;0,4
DE:S:80000490;Frasselter Weg;Frasselt;0,1;0,0;0,2;0,1;0,2;0,0
DE:S:80000510;Markt;Elten;2,9;2,2;0,0;0,0;0,0;0,0
DE:S:80000530;Neustadt;Elten;1,1;1,2;0,0;0,0;0,0;0,0
DE:S:80000560;Hauberg;Elten;0,3;0,4;0,0;0,0;0,0;0,0
DE:S:80000570;Feldhausener Weg;Elten;0,0;0,1;0,0;0,0;0,0;0,0
DE:S:80000610;Feuerwehr;Kranenburg;0,0;0,2;0,0;0,2;0,0;0,2
DE:S:80000640;Galgensteeg;Kranenburg;0,0;0,0;0,1;0,2;0,1;0,1
DE:S:80000920;Bomshof;Nütterden;0,0;0,0;0,0;0,0;0,0;0,1
DE:S:80000980;Kirche;Nütterden;0,1;0,1;0,1;0,0;0,1;0,0
DE:S:80001120;Koekkoekplatz;Kleve;0,4;0,4;0,5;0,5;0,3;0,4
DE:S:80001140;Gruftstraße;Kleve;0,1;0,1;0,0;0,2;0,0;0,0
DE:S:80001160;Forstgarten;Kleve;0,0;0,0;0,0;0,0;0,1;0,1
DE:S:80001180;Schützenhaus;Kleve;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001200;Hochschule;Kleve;0,1;0,0;0,0;0,0;0,1;0,0
DE:S:80001220;Schulstraße;Kleve;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001240;Reeserstraße;Kleve;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001260;Hoherweg;Kleve;0,0;0,0;0,0;0,0;0,1;0,0
DE:S:80001280;Kellen Offenberg;Kleve;0,1;0,0;0,0;0,0;0,0;0,0
DE:S:80001300;Euregio;Kleve;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001320;Lippenhof;Kleve;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001340;Alte Mühle;Kleve;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001360;Warbeyen;Kleve;0,0;0,0;0,1;0,0;0,0;0,0
DE:S:80001440;Brückenkopf rechts;Emmerich;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001460;van den Berghstraße;Emmerich;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001480;Geistmarkt;Emmerich;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001500;Nonnenplatz;Emmerich;0,0;0,0;0,0;0,1;0,0;0,0
DE:S:80001560;Kleiner Löwe;Emmerich;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80001590;Derksen;Emmerich;0,0;0,0;0,1;0,0;0,0;0,0
DE:S:80006010;Siedlung;Nütterden;0,0;0,1;0,0;0,0;0,0;0,0
DE:S:80006030;Neu Nütterden;Nütterden;0,1;0,0;0,0;0,0;0,0;0,0
DE:S:80006050;Heide;Donsbrüggen;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80006070;Gnadenthal;Donsbrüggen;0,0;0,0;0,0;0,0;0,0;0,0
DE:S:80006980;Kirche;Donsbrüggen;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:16000010;Station;Meppel;130,2;98,3;24,6;18,0;0,0;0,0
NL:S:16000040;Ziekenhuis;Meppel;4,5;2,1;0,7;0,3;0,0;0,0
NL:S:16000280;Gemeenteweg;Halfweg;0,5;0,6;0,0;0,1;0,0;0,0
NL:S:16000600;Burg. Knopperslaan;Meppel;0,3;0,3;0,0;0,0;0,0;0,0
NL:S:16000710;Steenwijkerstraatweg;Meppel;0,4;0,4;0,0;0,0;0,0;0,0
NL:S:16000800;De Stouwe;Meppel;9,6;14,7;0,5;0,5;0,0;0,0
NL:S:16000880;Reestplantsoen;Meppel;2,6;2,4;0,3;0,2;0,0;0,0
NL:S:16000910;Leonard Springerlaan;Meppel;1,2;1,4;0,4;0,4;0,0;0,0
NL:S:16001010;Hugo de Grootstraat;Meppel;3,0;3,1;0,0;0,0;0,0;0,0
NL:S:16002610;Prinsengracht;Meppel;2,2;1,4;1,1;0,5;0,0;0,0
NL:S:16110060;Heerenweg;IJhorst;4,7;5,2;1,5;1,3;0,0;0,0
NL:S:16110081;Havixhorst;De Schiphorst;0,0;0,7;0,0;0,2;0,0;0,0
NL:S:16110090;Wiltenweg;De Wijk;0,0;1,0;0,0;0,4;0,0;0,0
NL:S:16110220;Willem Koopsweg;De Wolden;0,4;1,7;0,3;0,6;0,0;0,0
NL:S:16110230;Oosterakker;De Wijk;0,0;1,3;0,0;0,3;0,0;0,0
NL:S:16110240;Verzorgingstehuis;De Wijk;2,7;1,2;1,7;0,4;0,0;0,0
NL:S:16110260;Sparrenlaan;IJhorst;2,3;1,1;0,8;0,3;0,0;0,0
NL:S:16180050;Redder;Staphorst;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:16180070;Reggersweg;Staphorst;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:16180100;Vlakkenweg;Staphorst;1,2;1,9;0,1;0,1;0,0;0,0
NL:S:16180120;Geerligsland;Staphorst;1,5;2,1;0,2;0,1;0,0;0,0
NL:S:16180140;Jan Arendsland;Staphorst;3,0;4,1;1,0;0,4;0,0;0,0
NL:S:16180160;Snelweg;Staphorst;3,8;4,0;1,2;1,2;0,0;0,0
NL:S:16180180;Achthoevenweg;Staphorst;11,4;11,9;0,8;1,4;0,0;0,0
NL:S:16180200;Hoogeweg;Staphorst;17,6;14,6;2,5;1,6;0,0;0,0
NL:S:16180220;Bergerslag;Staphorst;24,4;22,9;4,5;3,6;0,0;0,0
NL:S:16180240;Gemeentehuis;Staphorst;22,6;25,0;2,8;2,7;0,0;0,0
NL:S:16180260;Lindenlaan;Staphorst;11,6;14,3;1,8;2,4;0,0;0,0
NL:S:16180280;Bejaardenhuis;Staphorst;5,3;4,5;1,0;1,1;0,0;0,0
NL:S:16180300;Prinses Beatrixstraat;Staphorst;9,9;8,5;2,8;1,7;0,0;0,0
NL:S:16180320;Boldewijnhuizen;Staphorst;0,5;0,6;0,0;0,1;0,0;0,0
NL:S:16180340;Pieter Zandt College;Staphorst;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:16280100;Oostermenneweg;Rouveen;2,2;2,2;0,1;0,6;0,0;0,0
NL:S:16280120;Zuideindigerweg;Rouveen;3,9;3,7;0,5;0,2;0,0;0,0
NL:S:16280140;Stadsweg;Rouveen;1,0;1,1;0,1;0,1;0,0;0,0
NL:S:16280160;Oude Rijksweg 485;Rouveen;2,0;2,2;0,0;0,2;0,0;0,0
NL:S:16280180;Hervormde Kerk;Rouveen;25,9;22,9;2,7;3,2;0,0;0,0
NL:S:16280200;Oude Rijksweg 415;Rouveen;2,5;2,9;0,4;0,6;0,0;0,0
NL:S:16280220;Oud Gereformeerde Kerk;Rouveen;4,2;3,8;0,2;0,3;0,0;0,0
NL:S:16280240;Conradsweg;Rouveen;1,9;1,9;0,1;0,1;0,0;0,0
NL:S:16280260;Schoolwijksweg;Rouveen;2,5;3,0;0,1;0,1;0,0;0,0
NL:S:16280280;Dekkersweg;Rouveen;4,4;3,9;0,5;0,3;0,0;0,0
NL:S:16300010;Gemeentehuis;Steenwijk;9,2;16,0;0,7;0,9;0,7;0,4
NL:S:16300030;Vendelweg;Steenwijk;15,1;14,8;4,0;3,4;2,7;2,0
NL:S:16300050;Matthijs Kiersstraat;Steenwijk;9,700000000000001;11,700000000000001;5,0;7,9;3,1;3,2
NL:S:16301010;Station;Steenwijk;164,4;169,9;180,4;139,5;137,6;112,8
NL:S:16380100;Haersterbroekweg;Zwolle;0,9;2,1;0,0;0,1;0,0;0,0
NL:S:16380120;Steenwetering;Lichtmis;0,5;0,4;0,2;0,2;0,0;0,0
NL:S:16380140;Meeleweg;Lichtmis;0,4;0,7;0,2;0,1;0,0;0,0
NL:S:16380190;Busstation;Lichtmis;45,1;38,8;2,4;3,8;0,0;0,0
NL:S:16580010;Noordeinde;Zwolle;1,4;1,0;0,7;0,4;0,2;0,3
NL:S:16580030;Westeinde;Zwolle;3,0;2,5;0,8;0,7;0,5;0,2
NL:S:16580050;Bentheimpad;Zwolle;0,3;0,4;0,0;0,1;0,0;0,0
NL:S:16580070;Kleefstraat;Zwolle;29,8;11,8;4,8;2,8;1,7;1,6
NL:S:16680010;Dedemsweg;Ruitenveen;6,6;4,4;3,1;1,3;0,8;0,5
NL:S:16680030;Kuitermansweg;Ruitenveen;3,0;2,1;1,4;0,9;0,7;0,2
NL:S:16680050;Nieuwe Kreuleweg;Ruitenveen;1,4;1,0;1,3;1,3;0,3;0,2
NL:S:16680070;Hoevenweg;Ruitenveen;3,2;1,8;3,0;2,1;1,2;0,9
NL:S:16680090;Middenweg;Ruitenveen;0,7;0,8;0,3;0,2;0,2;0,2
NL:S:16680110;Nieuwendijk;Ruitenveen;0,7;0,6;0,3;0,3;0,2;0,2
NL:S:16780001;Schuilhut;Nieuwleusen;0,7;3,0;0,3;1,0;0,0;0,0
NL:S:16780010;De Vlijt;Nieuwleusen;4,4;2,6;1,4;1,1;1,5;0,9
NL:S:16780030;Oosterhulst;Nieuwleusen;3,3;2,1;0,9;0,8;0,7;0,5
NL:S:16780050;Den Hulst;Nieuwleusen;70,4;38,6;5,6;2,6;3,4;1,5
NL:S:16780070;Bejaardencentrum;Nieuwleusen;17,8;10,8;9,4;4,1;6,4;2,0
NL:S:16780080;Baron van Dedemstraat;Nieuwleusen;4,6;0,3;2,8;0,0;1,2;0,0
NL:S:16780090;Gereformeerde Kerk;Nieuwleusen;30,3;18,5;12,0;4,9;6,9;2,5
NL:S:16780110;Zwembad;Nieuwleusen;29,7;14,4;8,9;3,1;4,2;1,5
NL:S:16780130;Centrum;Nieuwleusen;48,5;18,2;22,7;7,9;11,8;3,7
NL:S:16780150;Westeinde;Nieuwleusen;16,4;7,2;4,9;1,8;3,5;1,2
NL:S:16780170;Bouwhuisweg;Nieuwleusen;6,6;3,9;2,6;1,4;2,0;1,0
NL:S:16780190;Molen;Nieuwleusen;3,6;2,1;1,9;1,1;1,1;0,8
NL:S:16780300;Grote Markt;Nieuwleusen;4,5;3,2;1,7;0,6;0,0;0,0
NL:S:16780560;Rollecater Brug;Nieuwleusen;7,4;8,5;0,0;0,0;0,0;0,0
NL:S:17000010;Station;Hoogeveen;113,7;59,9;26,2;15,7;12,0;12,2
NL:S:17000210;Buizerdlaan;Hoogeveen;19,1;17,2;3,6;2,4;2,9;1,7
NL:S:17000710;Mr. Cramerweg P+R;Hoogeveen;8,7;8,6;3,3;2,4;1,6;0,9
NL:S:17000760;Buitenvaart;Hoogeveen;3,2;5,1;0,2;0,3;0,0;0,3
NL:S:17001650;Willemskade;Hoogeveen;2,1;2,4;0,6;0,4;0,2;0,3
NL:S:17003020;Industrieweg;Hoogeveen;2,6;3,7;0,1;0,1;0,1;0,4
NL:S:17003040;Tamboerpassage;Hoogeveen;15,9;11,7;4,6;5,4;2,6;2,2
NL:S:17003120;Wolfsbosstraat;Hoogeveen;11,5;12,1;2,1;1,6;1,1;0,8
NL:S:17003140;Valkenlaan;Hoogeveen;4,8;6,2;0,9;1,2;1,1;0,5
NL:S:17003200;'t Haagje;Hoogeveen;10,5;14,3;2,9;3,4;1,0;1,3
NL:S:17190010;Buitenvaart;Hollandscheveld;1,8;2,6;0,1;0,3;0,1;0,0
NL:S:17190030;Opgaande 71;Hollandscheveld;1,3;1,1;0,2;0,3;0,2;0,1
NL:S:17190050;'t Hoekje;Hollandscheveld;10,4;10,3;2,2;2,2;0,6;1,1
NL:S:17190150;Carstensdijk;Zuideropgaande;2,6;3,2;0,3;0,3;0,2;0,3
NL:S:17190190;Schooldijkje;Zuideropgaande;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:17290010;Riegshoogtendijk;Kerkenveld;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:17290030;Gedempte Wijde Wijk;Kerkenveld;3,3;3,3;0,3;0,4;0,3;0,2
NL:S:17290050;Ritmeesterweg;Kerkenveld;0,4;0,4;0,2;0,0;0,0;0,0
NL:S:17290070;Riegshoogtendijk 3;Kerkenveld;0,0;0,1;0,0;0,1;0,0;0,0
NL:S:17290090;Hoogeveenseweg 33;Kerkenveld;0,2;0,3;0,0;0,0;0,0;0,0
NL:S:17290110;Braambergerweg;Kerkenveld;1,4;1,3;0,2;0,0;0,1;0,0
NL:S:17290130;Hoogeveenseweg 11;Kerkenveld;0,0;0,2;0,0;0,2;0,0;0,0
NL:S:17310030;Zwarte Dijkje;Noordscheschut;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:17350030;Riegshoogtendijk;Hollandscheveld;11,0;9,6;1,9;1,3;0,8;0,7
NL:S:17350050;Jan Wintersdijkje;Zuideropgaande;0,9;1,2;0,4;0,1;0,0;0,0
NL:S:17480030;Zwolseweg;Balkbrug;2,0;2,8;1,4;1,0;1,7;0,4
NL:S:17480050;d 'Olde Heerd;Balkbrug;10,4;5,9;3,5;1,4;2,0;0,6
NL:S:17480070;Zelhorstweg;Balkbrug;1,8;1,6;0,4;0,8;0,4;0,3
NL:S:17480090;Nieuweweg (Sluis 4);Balkbrug;4,4;2,3;0,9;0,9;1,1;0,8
NL:S:17481010;Ommerweg/Centrum;Balkbrug;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19000320;Trageldijk;Coevorden;0,8;0,8;0,0;0,0;0,0;0,0
NL:S:19001410;Station;Coevorden;19,7;17,1;0,0;0,0;0,0;0,0
NL:S:19180200;Scheidijk;De Krim;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:19180220;Dommerskanaal;De Krim;1,3;1,0;0,0;0,0;0,0;0,0
NL:S:19180260;Nieuwlandseweg;De Krim;0,2;0,4;0,0;0,0;0,0;0,0
NL:S:19180280;N.H. Kerk;De Krim;3,6;2,9;0,0;0,0;0,0;0,0
NL:S:19180300;Horstra's Wijk;De Krim;3,1;3,2;0,0;0,0;0,0;0,0
NL:S:19180332;Horstra's Wijk/Marsstraat;De Krim;1,7;0,8;0,0;0,0;0,0;0,0
NL:S:19180350;Marsstraat;De Krim;2,3;1,3;0,0;0,0;0,0;0,0
NL:S:19180450;Slagenweg/Lutteresweg;Ane;0,1;0,3;0,0;0,0;0,0;0,0
NL:S:19180500;Hoofdweg;De Krim;0,9;0,4;0,0;0,0;0,0;0,0
NL:S:19280010;Molenweg;De Krim;0,6;0,6;0,0;0,0;0,0;0,0
NL:S:19280030;Coevorderweg 171;De Krim;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19280050;Drukkerij Seinen;De Krim;0,2;0,2;0,0;0,0;0,0;0,0
NL:S:19280070;Coevorderweg 105;De Krim;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19380010;Schuineslootweg;Slagharen;12,0;10,3;1,1;1,6;1,1;0,6
NL:S:19380030;Herenstraat 108;Slagharen;0,7;0,9;0,0;0,3;0,1;0,1
NL:S:19380050;Witmanweg;Slagharen;3,6;4,1;0,5;1,0;0,3;0,3
NL:S:19380070;Vergouwlaan;Slagharen;30,1;23,3;4,5;3,7;2,0;1,6
NL:S:19380151;Centrum;Lutten;94,7;72,9;14,9;16,0;11,6;10,6
NL:S:19380191;Viaduct;Lutten;10,1;11,8;2,5;2,9;1,2;1,7
NL:S:19380280;Coevorderweg 89;Slagharen;0,3;1,3;0,0;0,0;0,0;0,0
NL:S:19380301;Centrum;Slagharen;34,4;36,7;6,0;8,7;3,8;4,4
NL:S:19380320;Attractiepark;Slagharen;28,6;20,3;20,1;17,1;18,5;8,4
NL:S:19380340;Dedemsvaartseweg 84;Lutten;0,5;0,6;0,4;0,5;0,1;0,1
NL:S:19380360;Coevorderweg;Lutten;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:19380380;Tottenhamstraat/Proatkoele;Lutten;0,3;0,2;0,0;0,1;0,0;0,1
NL:S:19380400;Ongelukkige Wijk;Lutten;1,4;1,3;0,0;0,0;0,1;0,0
NL:S:19480010;Rheezerend 162;Dedemsvaart;1,3;1,3;0,5;0,5;0,3;0,1
NL:S:19480030;Rheezerend;Dedemsvaart;1,3;1,3;0,1;0,1;0,1;0,2
NL:S:19480050;Rheezerend 60;Dedemsvaart;0,2;0,3;0,2;0,2;0,1;0,0
NL:S:19480070;Industrieweg;Dedemsvaart;1,8;1,9;0,3;0,1;0,0;0,0
NL:S:19480090;Celsiusstraat;Dedemsvaart;1,9;1,8;0,1;0,4;0,1;0,1
NL:S:19480110;Van Haeringenstraat;Dedemsvaart;1,2;1,9;0,3;0,3;0,0;0,1
NL:S:19480130;De Magnolia;Dedemsvaart;53,3;31,1;14,2;5,5;9,4;3,5
NL:S:19480150;Hazelaar;Dedemsvaart;27,0;19,6;3,5;1,5;2,2;0,8
NL:S:19480170;Krikkenstraat;Dedemsvaart;10,0;10,9;1,6;1,6;1,6;1,2
NL:S:19480190;Haitjema;Dedemsvaart;41,2;29,3;11,3;5,8;5,2;2,2
NL:S:19480230;Adelaarweg;Dedemsvaart;59,8;34,7;9,4;2,6;7,2;2,2
NL:S:19480250;Sportlaan;Dedemsvaart;25,6;20,7;4,0;2,5;2,8;1,4
NL:S:19480280;Busstation;Dedemsvaart;80,4;48,6;15,2;6,6;10,9;4,6
NL:S:19480300;Hoofdvaart 115;Dedemsvaart;1,3;1,2;1,0;0,3;0,2;0,3
NL:S:19480320;Hoofdvaart 207;Dedemsvaart;2,3;1,6;0,4;0,7;0,3;0,2
NL:S:19480340;Het Rak;Dedemsvaart;1,9;1,7;0,1;0,0;0,3;0,1
NL:S:19480360;De Pol;Dedemsvaart;2,7;2,0;0,7;0,5;0,5;0,4
NL:S:19481990;Zwiersstraat;Dedemsvaart;2,4;2,7;0,0;0,0;0,0;0,0
NL:S:19580000;Station;Gramsbergen;1,0;0,8;0,0;0,0;0,0;0,0
NL:S:19580040;Aner Molen;Ane;0,2;0,1;0,0;0,0;0,0;0,0
NL:S:19580060;De Viersprong;Ane;0,3;0,2;0,0;0,0;0,0;0,0
NL:S:19580080;Slagenweg/Haarweg;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19580100;Slagenweg/Schansweg;Ane;0,2;0,1;0,0;0,0;0,0;0,0
NL:S:24350010;Spin;De Blesse;0,6;0,1;0,0;0,0;0,0;0,0
NL:S:24350030;Bovenweg;De Blesse;0,1;0,3;0,0;0,0;0,0;0,0
NL:S:24350050;Friese Veldweg;De Blesse;0,2;0,3;0,0;0,0;0,0;0,0
NL:S:24350070;Lagebroekweg;Blesdijke;0,9;0,7;0,0;0,0;0,0;0,0
NL:S:24350600;Noord;De Blesse;0,8999999999999999;1,5999999999999999;0,0;0,0;0,0;0,0
NL:S:24450030;Marijenkampen;Marijenkampen;0,6;1,4;0,0;0,0;0,0;0,0
NL:S:24450050;Eikenlaan;Willemsoord;0,2;0,3;0,0;0,0;0,0;0,0
NL:S:24451400;'t Centrum;Steenwijkerwold;8,3;7,800000000000001;0,0;0,0;0,0;0,0
NL:S:24451800;Willemsoord;Willemsoord;2,1;2,2;0,0;0,0;0,0;0,0
NL:S:24490050;Spanga;Spanga;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:24490800;Hoek Spanga;Scherpenzeel;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:24510020;Frieseweg;Oldemarkt;7,8;7,1;0,0;0,0;0,0;0,0
NL:S:24510040;Koningin Julianaweg;Oldemarkt;7,1000000000000005;6,1000000000000005;0,0;0,0;0,0;0,0
NL:S:24510060;Parochiehuis;Oldemarkt;6,8;6,3;0,0;0,0;0,0;0,0
NL:S:24510070;Kruisstraat;Oldemarkt;8,4;6,1;0,0;0,0;0,0;0,0
NL:S:24510090;De Boterberg;Oldemarkt;1,2;1,3;0,0;0,0;0,0;0,0
NL:S:24550030;Zuidveen;Zuidveen;4,8;3,7;1,7;5,8;1,5;5,6
NL:S:24550050;Groot Verlaat;Steenwijk;4,2;4,4;0,6;0,4;0,5;0,5
NL:S:24550160;Dolderbrug;Steenwijk;1,6;1,8;0,0;0,0;0,0;0,0
NL:S:24552310;Gemeentewerken;Tuk;0,8;0,8;0,0;0,0;0,0;0,0
NL:S:24552330;Oldemarktseweg;Tuk;1,2;1,5;0,0;0,0;0,0;0,0
NL:S:24552350;Watertoren;Thij;0,2;0,5;0,0;0,0;0,0;0,0
NL:S:24552370;Thij;Thij;0,3;0,4;0,0;0,0;0,0;0,0
NL:S:24590100;Burchtstraat;Kuinre;16,099999999999998;7,2;0,0;0,0;0,0;0,0
NL:S:24610010;Venebosweg;Ossenzijl;1,4;1,9;0,0;0,0;0,0;0,0
NL:S:24610030;Kloosterdijk;Ossenzijl;0,8;0,8;0,0;0,0;0,0;0,0
NL:S:24620010;Busstation;Lemmer;21,6;22,0;0,0;0,0;0,0;0,0
NL:S:24620110;Lemsterweg;Rutten;0,6;0,6;0,0;0,0;0,0;0,0
