STOPPLACECODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
NL:S:19480340;Het Rak;Dedemsvaart;2,9;2,8;0,7;0,8;0,3;0,2
NL:S:19480360;De Pol;Dedemsvaart;1,7;2,1;0,4;0,6;0,3;0,3
NL:S:19481990;S.G. van der Capellen;Dedemsvaart;5,1;5,1;0,0;0,0;0,0;0,0
NL:S:19580000;Station;Gramsbergen;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19580040;Aner Molen;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19580060;De Viersprong;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19580080;Slagenweg/Haarweg;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:19580100;Slagenweg/Schansweg;Ane;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:24550090;Onnaseveld;Steenwijk;0,3;0,0;0,0;0,0;0,0;0,0
NL:S:24550122;Bedelaarspad;Steenwijk;2,1;1,5;0,0;0,0;0,0;0,0
NL:S:24550220;Westercluft;Steenwijk;1,7;0,9;0,0;0,0;0,0;0,0
NL:S:24550360;Kallenkoterallee;Steenwijk;1,2;1,0;0,0;0,0;0,0;0,0
NL:S:24550380;Gagelsweg;Steenwijk;0,9;0,5;0,0;0,0;0,0;0,0
NL:S:24550400;Oostercluft;Steenwijk;1,7;1,2;0,0;0,0;0,0;0,0
NL:S:24550420;'t Schar;Steenwijk;2,2;1,5;0,0;0,0;0,0;0,0
NL:S:24650010;Veendijk;Veendijk;0,4;0,4;0,0;0,0;0,0;0,0
NL:S:24650030;Bovenboer;Veendijk;0,2;0,1;0,0;0,0;0,0;0,0
NL:S:24650050;Havelterberg;Havelterberg;1,2;0,8;0,0;0,0;0,0;0,0
NL:S:24650070;Rotonde;Havelterberg;0,1;0,3;0,0;0,0;0,0;0,0
NL:S:24750100;Nijeveenseweg;Meppel;0,5;1,1;0,0;0,0;0,0;0,0
NL:S:24750120;De Schalle;Nijeveen;5,4;3,1;0,0;0,0;0,0;0,0
NL:S:24750140;Molenweg;Nijeveen;6,9;4,7;0,0;0,0;0,0;0,0
NL:S:24750160;Gemeentehuis;Nijeveen;15,2;8,6;0,0;0,0;0,0;0,0
NL:S:24750180;Kerkweg;Nijeveen;0,7;0,4;0,0;0,0;0,0;0,0
NL:S:24750200;Zonneberg;Nijeveen;0,8;0,2;0,0;0,0;0,0;0,0
NL:S:25770020;Mannagras;Zwolle;26,2;38,0;16,5;20,7;6,8;11,5
NL:S:25770030;Klokkengieterlaan;Zwolle;40,7;22,1;24,5;14,0;15,2;8,6
NL:S:25770050;Karveelschipperstraat;Zwolle;32,1;33,2;17,4;19,3;9,9;13,9
NL:S:25770060;Veldbeemdgras;Zwolle;63,5;20,1;37,0;12,1;17,0;4,6
NL:S:25770070;Goudsmidstraat;Zwolle;41,6;34,9;27,4;19,8;13,2;11,4
NL:S:25770110;Fioringras;Zwolle;69,5;78,2;33,6;44,0;19,4;26,2
NL:S:25770230;Bandijklaan;Zwolle;50,4;49,7;26,7;26,6;10,8;13,7
NL:S:42124690;Kerkweg;Zwolle;4,4;5,5;4,0;5,4;2,8;3,4
NL:S:43470010;Rabobank;Lettele;3,3;2,9;1,2;1,5;0,0;0,0
NL:S:43470030;Heihoeve;Heeten;1,9;2,0;0,0;0,0;0,0;0,0
NL:S:43470050;'t Reterink;Heeten;0,1;0,1;0,0;0,2;0,0;0,0
NL:S:43470070;Zandbelterbrug;Schalkhaar;0,8;1,1;0,1;0,2;0,0;0,0
NL:S:43470090;Spikker;Schalkhaar;0,2;0,4;0,2;0,2;0,0;0,0
NL:S:43470110;Garderegimentsweg;Schalkhaar;2,8;2,9;1,1;2,0;0,6;0,6
NL:S:43470170;ten Havesweg;Okkenbroek;0,4;0,5;0,1;0,1;0,0;0,0
NL:S:43470190;De Grote Brander;Okkenbroek;0,9;0,7;0,3;0,4;0,0;0,0
NL:S:43479030;Doldermansweg;Lettele;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:43480010;'t Dijkhuis;Bathmen;12,2;10,8;6,4;7,5;2,2;3,0
NL:S:43480050;Bannink;Deventer;1,1;1,2;0,6;0,3;0,1;0,1
NL:S:43480070;Peppelerdijk;Deventer;0,1;0,2;0,1;0,2;0,0;0,1
NL:S:43480100;Enklaan;Bathmen;20,2;19,7;9,4;9,0;6,6;6,1
NL:S:43480150;Gemeentewerken;Bathmen;0,4;0,4;0,0;0,0;0,0;0,0
NL:S:43480180;Oude Molen;Bathmen;0,2;0,2;0,0;0,0;0,0;0,0
NL:S:43480190;Polakstraat;Bathmen;7,3;8,2;3,3;3,9;1,3;1,1
NL:S:43480210;Vegerinkskamp;Bathmen;11,7;17,8;5,2;7,8;2,0;2,5
NL:S:43480230;Looweg Kuiperij;Bathmen;3,8;10,6;2,3;5,1;0,8;3,9
NL:S:43480250;Schipbeeksweg;Bathmen;69,0;46,4;21,3;15,9;10,4;7,8
NL:S:43570010;Zonnenbergerdijk;Heeten;1,9;2,0;0,2;0,3;0,0;0,0
NL:S:43570030;Bathmenseweg;Heeten;2,3;2,4;0,1;0,4;0,0;0,0
NL:S:43570050;Militair Complex;Heeten;0,1;0,1;0,1;0,1;0,0;0,0
NL:S:43580030;Wilmink;Bathmen;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43580100;Wagenvoorde;Bathmen;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:43640010;Handelsstraat;Hardenberg;0,1;0,2;0,0;0,0;0,0;0,0
NL:S:43640030;Wavin;Hardenberg;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:43640050;Ziekenhuis;Hardenberg;0,0;0,0;0,0;0,1;0,0;0,0
NL:S:43640070;Station;Hardenberg;168,9;139,6;25,2;22,7;15,0;16,7
NL:S:43640090;Kanaaldijk;Gramsbergen;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43640110;Hattemattestraat;Gramsbergen;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43640130;Welgelegen;Gramsbergen;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43640150;Ziekenhuis;Hardenberg;0,1;0,1;0,1;0,0;0,0;0,0
NL:S:43640190;Clara Feyoenaheem;Hardenberg;6,0;7,0;0,1;0,1;0,0;0,0
NL:S:43640210;Meteoorlaan;Hardenberg;10,5;10,3;0,1;0,0;0,0;0,0
NL:S:43640230;Rheezerweg;Hardenberg;2,2;3,5;0,0;0,1;0,0;0,0
NL:S:43640250;Haarmolen;Heemserveen;39,7;41,3;8,0;9,5;3,6;4,4
NL:S:43640310;Middenweg;Heemserveen;0,9;1,3;0,1;0,3;0,0;0,1
NL:S:43640330;Roelofsmulderweg;Heemserveen;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:43640350;Elfde Wijk;Heemserveen;0,6;1,4;0,0;0,1;0,0;0,1
NL:S:43640370;De Nieuwe Haven;Hardenberg;0,3;2,2;0,2;0,4;0,0;0,0
NL:S:43640390;Waterinkschool;Hardenberg;5,8;5,3;0,9;0,2;0,6;0,0
NL:S:43640397;Centrum;Hardenberg;41,9;15,9;3,5;0,3;1,0;0,0
NL:S:43640410;Dwarsweg;Bruchterveld;0,1;0,2;0,0;0,0;0,0;0,0
NL:S:43640430;Breeslootdijk;Bruchterveld;0,2;0,1;0,0;0,1;0,0;0,0
NL:S:43640450;School;Ebbenbroek;0,6;0,1;0,0;0,0;0,0;0,0
NL:S:43640520;Dorpshuis;Bruchterveld;0,9;1,1;0,2;0,1;0,0;0,0
NL:S:43640530;Gemeentehuis;Hardenberg;52,0;77,2;8,2;10,9;1,8;2,4
NL:S:43640600;PKN Kerk;Bruchterveld;2,2;0,1;0,1;0,0;0,0;0,0
NL:S:43640670;Broeklanderweg;Bruchterveld;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:43640690;Parkweg 57;Hardenberg;0,1;0,0;0,0;0,0;0,0;0,0
NL:S:43640710;Molenplein;Hardenberg;8,0;5,2;3,7;3,1;2,3;2,1
NL:S:43640750;De Brink;Hardenberg;0,6;0,5;0,1;0,1;0,0;0,0
NL:S:43640760;Merelstraat;Hardenberg;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43670030;Stellingmolen;Heeten;5,4;5,7;0,6;1,0;0,0;0,0
NL:S:43670100;'t Pleintie;Nieuw-Heeten;4,2;3,3;0,5;0,5;0,0;0,0
NL:S:43670120;Bijvanksweg;Nieuw-Heeten;0,4;0,5;0,1;0,1;0,0;0,0
NL:S:43679030;Centrum;Heeten;10,0;7,5;1,4;1,5;0,0;0,0
NL:S:43679035;Centrum;Heeten;0,3;1,2;0,1;0,2;0,0;0,0
NL:S:43680030;De Smid;Dijkerhoek;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43680070;Wegstapel;Dijkerhoek;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43680120;Aaltinksweg;Holten;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43770150;Koerselmansweg;Okkenbroek;0,1;0,2;0,0;0,0;0,0;0,0
NL:S:43770170;Okkenbroekerveldweg;Okkenbroek;0,1;1,1;0,0;0,5;0,0;0,0
NL:S:43770210;Oostermaatsdijk;Okkenbroek;0,1;0,2;0,1;0,1;0,0;0,0
NL:S:43770230;Vlessendijk;Nieuw-Heeten;0,5;0,2;0,1;0,0;0,0;0,0
NL:S:43779010;Kerk;Okkenbroek;1,3;0,4;0,1;0,2;0,0;0,0
NL:S:43780090;Scholengemeenschap;Holten;6,6;8,9;0,0;0,0;0,0;0,0
NL:S:43890190;Dorpsstraat;Kloosterhaar;0,3;0,1;0,2;0,1;0,0;0,0
NL:S:43890200;Verlengde Broekdijk;Kloosterhaar;1,6;1,1;0,2;0,2;0,0;0,0
NL:S:43929030;Oude Deventerweg;Holten;0,2;0,2;0,0;0,0;0,0;0,0
NL:S:43990001;Stationsweg;Mariënberg;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43990070;Kanaalbrug;Bergentheim;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:43990101;Station;Marienberg;1,3;0,7;1,0;0,6;0,0;0,0
NL:S:43990110;Cafe;Beerzerveld;0,7;0,4;0,5;0,4;0,0;0,0
NL:S:43990130;Schuurmanstraat;Beerzerveld;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:43990155;Van Alewijkstraat;Beerzerveld;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43990160;Kloosterdijk;Marienberg;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43990190;De Pallegarste;Marienberg;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43990210;Camping Kleine Belties;Rheeze;0,1;0,1;0,0;0,1;0,0;0,0
NL:S:43990230;De Gloepe;Diffelen;0,1;0,1;0,1;0,0;0,0;0,0
NL:S:43990250;Rheezerkamp/Overweg;Rheeze;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43990270;Ringweg;Rheeze;0,2;0,2;0,1;0,2;0,0;0,0
NL:S:43990290;Haarweg;Bergentheim;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43990310;J.H.C. Bastingplein;Bergentheim;0,3;0,4;0,2;0,2;0,0;0,0
NL:S:43990350;Kanaalweg West;Bergentheim;0,0;0,0;0,0;0,0;0,0;0,0
NL:S:43990430;Oud Bergentheim;Bergentheim;0,0;0,1;0,0;0,0;0,0;0,0
NL:S:43990530;Waaijerinkweg;Beerzerhaar;0,2;0,1;0,0;0,0;0,0;0,0
NL:S:43990535;Beerzerweg;Beerze;0,1;0,5;0,1;0,2;0,0;0,0
NL:S:43990540;Oude Beerzerweg;Ommen;0,0;0,1;0,0;0,1;0,0;0,0
NL:S:43990550;Beerzerpoort;Ommen;0,1;0,1;0,0;0,1;0,0;0,0
NL:S:43992001;Camping De Oldemeijer;Rheeze;0,1;0,1;0,0;0,2;0,0;0,0
NL:S:43992003;Camp. De Vechtstr./'t Veld;Rheeze;0,4;0,4;0,2;0,2;0,0;0,0
NL:S:43992005;Camping De Zandstuve;Rheeze;0,1;0,1;0,1;0,1;0,0;0,0
NL:S:43992007;Junglecamping;Rheeze;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:45940500;Beerzerhooiweg;Beerze;0,1;0,1;0,0;0,0;0,0;0,0
NL:S:46000030;Brekken;Zwolle;37,2;40,1;11,0;11,5;4,8;5,4
NL:S:46000050;Händellaan;Zwolle;25,0;18,5;16,0;12,0;7,4;4,4
NL:S:46000070;Diasporalaan;Zwolle;13,6;11,3;7,5;6,6;3,1;3,8
NL:S:46000110;Van der Schuerenmarke;Zwolle;27,3;29,7;16,2;16,8;9,1;10,4
NL:S:46000130;Van Nispensingel;Zwolle;39,0;38,2;25,1;26,6;14,8;14,4
NL:S:46000150;Van Hasseltmarke;Zwolle;13,8;13,8;8,9;8,6;6,1;6,8
NL:S:46000170;Molenweg;Zwolle;139,2;139,4;0,0;0,0;0,0;0,0
NL:S:46000190;Zwartewaterallee;Zwolle;17,3;27,6;0,0;0,0;0,0;0,0
NL:S:46000230;Klimopstraat;Zwolle;2,8;4,9;2,3;3,8;0,9;2,4
NL:S:46000240;Lindestraat;Zwolle;1,5;2,6;0,2;0,0;0,2;0,0
NL:S:46000330;Muijdermanstraat;Zwolle;10,9;10,6;3,5;3,6;1,4;1,3
NL:S:46000430;Hollewandsweg;Zwolle;28,1;21,7;14,7;12,5;8,0;7,3
NL:S:46000504;Eekwal/Centrum;Zwolle;163,1;173,0;84,2;91,1;30,4;39,5
NL:S:46000570;Dokter Hengeveldweg;Zwolle;172,5;174,9;10,4;11,3;5,3;8,7
NL:S:46000800;Groot Wezenland;Zwolle;34,3;37,6;13,1;21,3;5,0;4,3
NL:S:46000810;Nw. Deventerw./Ittersumall.;Zwolle;29,0;29,0;16,4;16,2;8,7;9,8
NL:S:46000830;Troelstralaan;Zwolle;44,2;51,3;32,4;36,7;17,6;22,0
NL:S:46000955;Groot Wezenland;Zwolle;1,5;13,7;1,5;4,5;0,3;4,9
NL:S:46001000;Park de Wezenlanden;Zwolle;178,3;200,7;9,1;8,7;2,7;4,7
NL:S:46001010;Zuster van de Kolkstraat;Zwolle;6,6;7,1;4,4;5,8;3,8;3,4
NL:S:46001030;Zwarteweg;Zwolle;14,0;15,1;5,6;6,8;4,4;6,4
