CONCESSIE;QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
17;NL:Q:16000080;Station;Meppel;11,4;8,8;3,0;2,4;0,0;0,0
17;NL:Q:16000260;Medisch Centrum;Meppel;1,9;2,6;0,4;0,5;0,0;0,0
17;NL:Q:16000280;Gemeenteweg;Halfweg;0,0;0,0;0,0;0,0;0,0;0,0
17;NL:Q:16000290;Gemeenteweg;Halfweg;0,3;0,1;0,1;0,0;0,0;0,0
17;NL:Q:16000480;Station;Meppel;16,2;133,4;0,0;14,6;0,0;0,0
17;NL:Q:16000600;Burg. Knopperslaan;Meppel;0,8;1,7;0,0;0,0;0,0;0,0
17;NL:Q:16000610;Burg. Knopperslaan;Meppel;0,9;1,0;0,0;0,0;0,0;0,0
17;NL:Q:16000710;Steenwijkerstraatweg;Meppel;0,2;0,4;0,0;0,0;0,0;0,0
17;NL:Q:16000720;Steenwijkerstraatweg;Meppel;0,4;0,2;0,0;0,0;0,0;0,0
17;NL:Q:16000770;Reestplantsoen;Meppel;1,2;3,6;0,1;0,3;0,0;0,0
17;NL:Q:16000780;Reestplantsoen;Meppel;3,2;0,9;0,0;0,1;0,0;0,0
17;NL:Q:16000800;De Stouwe;Meppel;20,3;11,2;0,0;0,5;0,0;0,0
17;NL:Q:16000810;De Stouwe;Meppel;11,0;34,4;0,7;0,6;0,0;0,0
17;NL:Q:16000870;Station;Meppel;168,7;23,1;19,6;0,1;0,0;0,0
17;NL:Q:16000910;Leonard Springerlaan;Meppel;0,2;0,3;0,0;0,0;0,0;0,0
17;NL:Q:16000920;Leonard Springerlaan;Meppel;0,1;0,5;0,0;0,1;0,0;0,0
17;NL:Q:16000931;Prinsengracht;Meppel;2,1;2,4;0,8;1,2;0,0;0,0
17;NL:Q:16001010;Hugo de Grootstraat;Meppel;0,9;1,6;0,0;0,0;0,0;0,0
17;NL:Q:16001020;Hugo de Grootstraat;Meppel;1,1;1,7;0,0;0,0;0,0;0,0
