CONCESSIE;QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
17;NL:Q:16000030;Station;Meppel;3,3;2,9;0,6;0,3;0,0;0,0
17;NL:Q:16000260;Medisch Centrum;Meppel;0,5;0,9;0,0;0,1;0,0;0,0
17;NL:Q:16000290;Gemeenteweg;Halfweg;0,0;0,0;0,0;0,0;0,0;0,0
17;NL:Q:16000480;Station;Meppel;5,8;68,6;0,0;11,4;0,0;0,0
17;NL:Q:16000600;Burg. Knopperslaan;Meppel;0,2;0,5;0,0;0,0;0,0;0,0
17;NL:Q:16000610;Burg. Knopperslaan;Meppel;0,2;0,3;0,0;0,0;0,0;0,0
17;NL:Q:16000710;Steenwijkerstraatweg;Meppel;0,0;0,1;0,0;0,0;0,0;0,0
17;NL:Q:16000720;Steenwijkerstraatweg;Meppel;0,0;0,1;0,0;0,0;0,0;0,0
17;NL:Q:16000770;Reestplantsoen;Meppel;0,8;2,4;0,1;0,1;0,0;0,0
17;NL:Q:16000780;Reestplantsoen;Meppel;1,6;0,7;0,0;0,1;0,0;0,0
17;NL:Q:16000800;De Stouwe;Meppel;6,2;5,6;0,1;0,5;0,0;0,0
17;NL:Q:16000810;De Stouwe;Meppel;6,6;12,1;0,4;0,1;0,0;0,0
17;NL:Q:16000870;Station;Meppel;78,8;7,3;12,0;0,4;0,0;0,0
17;NL:Q:16000910;Leonard Springerlaan;Meppel;0,4;0,0;0,3;0,0;0,0;0,0
17;NL:Q:16000920;Leonard Springerlaan;Meppel;0,1;0,5;0,0;0,1;0,0;0,0
17;NL:Q:16000931;Prinsengracht;Meppel;0,5;0,3;0,1;0,2;0,0;0,0
17;NL:Q:16001010;Hugo de Grootstraat;Meppel;0,4;0,5;0,0;0,0;0,0;0,0
17;NL:Q:16001020;Hugo de Grootstraat;Meppel;0,5;0,5;0,0;0,0;0,0;0,0
17;NL:Q:16110060;Heerenweg;IJhorst;1,3;1,1;0,3;0,5;0,0;0,0
17;NL:Q:16110081;Havixhorst;De Schiphorst;0,0;0,1;0,0;0,0;0,0;0,0
17;NL:Q:16110090;Wiltenweg;De Wijk;0,0;0,4;0,0;0,2;0,0;0,0
17;NL:Q:16110220;Willem Koopsweg;De Wolden;0,1;0,7;0,1;0,0;0,0;0,0
17;NL:Q:16110230;Oosterakker;De Wolden;0,0;0,1;0,0;0,0;0,0;0,0
17;NL:Q:16110240;Verzorgingstehuis;De Wijk;0,5;0,4;0,3;0,0;0,0;0,0
17;NL:Q:16110260;Sparrenlaan;IJhorst;1,1;0,4;0,0;0,0;0,0;0,0
17;NL:Q:16180100;Vlakkenweg;Staphorst;0,9;2,5;0,1;0,2;0,0;0,0
17;NL:Q:16180110;Vlakkenweg;Staphorst;2,0;0,5;0,2;0,2;0,0;0,0
17;NL:Q:16180120;Geerligsland;Staphorst;0,4;1,3;0,0;0,0;0,0;0,0
17;NL:Q:16180130;Geerligsland;Staphorst;0,9;0,6;0,0;0,0;0,0;0,0
17;NL:Q:16180140;Jan Arendsland;Staphorst;0,4;4,2;0,2;0,3;0,0;0,0
17;NL:Q:16180150;Jan Arendsland;Staphorst;3,1;0,4;0,2;0,2;0,0;0,0
17;NL:Q:16180160;Snelweg;Staphorst;0,5;0,8;0,0;0,0;0,0;0,0
17;NL:Q:16180170;Snelweg;Staphorst;0,9;0,6;0,3;0,2;0,0;0,0
17;NL:Q:16180180;Achthoevenweg;Staphorst;4,0;6,2;0,3;0,5;0,0;0,0
